Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.4350E+03 .1765E+01 .7627E+00 .2942E+00 .6722E+00 .2185E+00 .8908E+00
.4360E+03 .1983E+01 .8630E+00 .3300E+00 .7606E+00 .2464E+00 .1007E+01
.4370E+03 .1950E+01 .8549E+00 .3240E+00 .7536E+00 .2432E+00 .9968E+00
.4380E+03 .1772E+01 .7817E+00 .2936E+00 .6890E+00 .2216E+00 .9106E+00
.4390E+03 .1837E+01 .8113E+00 .3021E+00 .7151E+00 .2292E+00 .9444E+00
.4400E+03 .1891E+01 .8406E+00 .3102E+00 .7410E+00 .2366E+00 .9776E+00
.4410E+03 .1954E+01 .8748E+00 .3198E+00 .7711E+00 .2453E+00 .1016E+01
.4420E+03 .2094E+01 .9418E+00 .3413E+00 .8301E+00 .2632E+00 .1093E+01
.4430E+03 .2041E+01 .9198E+00 .3307E+00 .8107E+00 .2564E+00 .1067E+01
.4440E+03 .2081E+01 .9440E+00 .3366E+00 .8320E+00 .2624E+00 .1094E+01
.4450E+03 .2037E+01 .9266E+00 .3279E+00 .8167E+00 .2569E+00 .1074E+01
.4460E+03 .1938E+01 .8877E+00 .3117E+00 .7825E+00 .2455E+00 .1028E+01
.4470E+03 .2090E+01 .9639E+00 .3357E+00 .8496E+00 .2658E+00 .1115E+01
.4480E+03 .2125E+01 .9823E+00 .3394E+00 .8659E+00 .2701E+00 .1136E+01
.4490E+03 .2125E+01 .9904E+00 .3391E+00 .8729E+00 .2713E+00 .1144E+01
.4500E+03 .2181E+01 .1022E+01 .3469E+00 .9008E+00 .2791E+00 .1180E+01
.4510E+03 .2259E+01 .1064E+01 .3582E+00 .9376E+00 .2897E+00 .1227E+01
.4520E+03 .2175E+01 .1028E+01 .3436E+00 .9065E+00 .2793E+00 .1186E+01
.4530E+03 .2042E+01 .9705E+00 .3218E+00 .8554E+00 .2629E+00 .1118E+01
.4540E+03 .2127E+01 .1017E+01 .3344E+00 .8962E+00 .2747E+00 .1171E+01
.4550E+03 .2140E+01 .1026E+01 .3349E+00 .9047E+00 .2765E+00 .1181E+01
.4560E+03 .2188E+01 .1054E+01 .3412E+00 .9294E+00 .2833E+00 .1213E+01
.4570E+03 .2223E+01 .1076E+01 .3451E+00 .9482E+00 .2881E+00 .1236E+01
.4580E+03 .2149E+01 .1042E+01 .3316E+00 .9187E+00 .2782E+00 .1197E+01
.4590E+03 .2135E+01 .1040E+01 .3281E+00 .9170E+00 .2768E+00 .1194E+01
.4600E+03 .2141E+01 .1046E+01 .3272E+00 .9224E+00 .2775E+00 .1200E+01
.4610E+03 .2188E+01 .1074E+01 .3331E+00 .9466E+00 .2840E+00 .1231E+01
.4620E+03 .2200E+01 .1086E+01 .3342E+00 .9570E+00 .2864E+00 .1243E+01
.4630E+03 .2186E+01 .1081E+01 .3305E+00 .9529E+00 .2847E+00 .1238E+01
.4640E+03 .2144E+01 .1066E+01 .3239E+00 .9400E+00 .2804E+00 .1220E+01
.4650E+03 .2111E+01 .1056E+01 .3186E+00 .9310E+00 .2772E+00 .1208E+01
.4660E+03 .2127E+01 .1070E+01 .3204E+00 .9430E+00 .2802E+00 .1223E+01
.4670E+03 .2091E+01 .1053E+01 .3131E+00 .9283E+00 .2752E+00 .1204E+01
.4680E+03 .2114E+01 .1069E+01 .3153E+00 .9421E+00 .2786E+00 .1221E+01
.4690E+03 .2124E+01 .1078E+01 .3153E+00 .9499E+00 .2801E+00 .1230E+01
.4700E+03 .2057E+01 .1046E+01 .3037E+00 .9218E+00 .2712E+00 .1193E+01
.4710E+03 .2053E+01 .1047E+01 .3020E+00 .9232E+00 .2711E+00 .1194E+01
.4720E+03 .2163E+01 .1106E+01 .3169E+00 .9752E+00 .2858E+00 .1261E+01
.4730E+03 .2136E+01 .1095E+01 .3115E+00 .9651E+00 .2824E+00 .1247E+01
.4740E+03 .2143E+01 .1099E+01 .3105E+00 .9690E+00 .2830E+00 .1252E+01
.4750E+03 .2165E+01 .1111E+01 .3116E+00 .9796E+00 .2854E+00 .1265E+01
.4760E+03 .2106E+01 .1081E+01 .3006E+00 .9525E+00 .2768E+00 .1229E+01
.4770E+03 .2115E+01 .1086E+01 .2998E+00 .9575E+00 .2775E+00 .1235E+01
.4780E+03 .2170E+01 .1120E+01 .3064E+00 .9871E+00 .2851E+00 .1272E+01
.4790E+03 .2152E+01 .1117E+01 .3028E+00 .9842E+00 .2833E+00 .1268E+01
.4800E+03 .2151E+01 .1122E+01 .3017E+00 .9892E+00 .2838E+00 .1273E+01
.4810E+03 .2185E+01 .1147E+01 .3055E+00 .1011E+01 .2889E+00 .1300E+01
.4820E+03 .2190E+01 .1156E+01 .3056E+00 .1019E+01 .2906E+00 .1310E+01
.4830E+03 .2157E+01 .1146E+01 .3007E+00 .1010E+01 .2873E+00 .1297E+01
.4840E+03 .2110E+01 .1125E+01 .2935E+00 .9917E+00 .2818E+00 .1273E+01
.4850E+03 .2008E+01 .1074E+01 .2786E+00 .9469E+00 .2688E+00 .1216E+01
.4860E+03 .1752E+01 .9416E+00 .2427E+00 .8299E+00 .2354E+00 .1065E+01
.4870E+03 .1833E+01 .9893E+00 .2534E+00 .8720E+00 .2469E+00 .1119E+01
.4880E+03 .2011E+01 .1088E+01 .2768E+00 .9589E+00 .2711E+00 .1230E+01
.4890E+03 .2019E+01 .1094E+01 .2763E+00 .9641E+00 .2720E+00 .1236E+01
.4900E+03 .2120E+01 .1154E+01 .2893E+00 .1017E+01 .2862E+00 .1303E+01
.4910E+03 .2080E+01 .1137E+01 .2829E+00 .1002E+01 .2814E+00 .1283E+01
.4920E+03 .1964E+01 .1076E+01 .2660E+00 .9484E+00 .2658E+00 .1214E+01
.4930E+03 .2027E+01 .1114E+01 .2735E+00 .9817E+00 .2747E+00 .1256E+01
.4940E+03 .2047E+01 .1127E+01 .2750E+00 .9937E+00 .2777E+00 .1271E+01
.4950E+03 .2063E+01 .1140E+01 .2762E+00 .1004E+01 .2802E+00 .1285E+01
.4960E+03 .2075E+01 .1149E+01 .2765E+00 .1013E+01 .2820E+00 .1295E+01
.4970E+03 .2107E+01 .1170E+01 .2793E+00 .1031E+01 .2863E+00 .1317E+01
.4980E+03 .2008E+01 .1117E+01 .2648E+00 .9849E+00 .2728E+00 .1258E+01
.4990E+03 .2034E+01 .1134E+01 .2666E+00 .9997E+00 .2761E+00 .1276E+01
.5000E+03 .1977E+01 .1103E+01 .2573E+00 .9726E+00 .2679E+00 .1240E+01
.5010E+03 .1943E+01 .1086E+01 .2523E+00 .9569E+00 .2637E+00 .1221E+01
.5020E+03 .1922E+01 .1072E+01 .2470E+00 .9449E+00 .2594E+00 .1204E+01
.5030E+03 .2007E+01 .1117E+01 .2553E+00 .9847E+00 .2693E+00 .1254E+01
.5040E+03 .1978E+01 .1084E+01 .2464E+00 .9557E+00 .2609E+00 .1217E+01
.5050E+03 .2029E+01 .1133E+01 .2550E+00 .9985E+00 .2713E+00 .1270E+01
.5060E+03 .2096E+01 .1171E+01 .2618E+00 .1032E+01 .2798E+00 .1312E+01
.5070E+03 .1993E+01 .1116E+01 .2480E+00 .9837E+00 .2661E+00 .1250E+01
.5080E+03 .1925E+01 .1085E+01 .2395E+00 .9562E+00 .2581E+00 .1214E+01
.5090E+03 .1974E+01 .1119E+01 .2454E+00 .9860E+00 .2656E+00 .1252E+01
.5100E+03 .1960E+01 .1116E+01 .2433E+00 .9835E+00 .2644E+00 .1248E+01
.5110E+03 .2008E+01 .1149E+01 .2489E+00 .1013E+01 .2717E+00 .1285E+01
.5120E+03 .2027E+01 .1165E+01 .2505E+00 .1027E+01 .2746E+00 .1301E+01
.5130E+03 .1918E+01 .1105E+01 .2360E+00 .9742E+00 .2598E+00 .1234E+01
.5140E+03 .1902E+01 .1100E+01 .2332E+00 .9698E+00 .2579E+00 .1228E+01
.5150E+03 .1883E+01 .1092E+01 .2297E+00 .9621E+00 .2551E+00 .1217E+01
.5160E+03 .1879E+01 .1091E+01 .2280E+00 .9617E+00 .2544E+00 .1216E+01
.5170E+03 .1668E+01 .9716E+00 .2016E+00 .8564E+00 .2259E+00 .1082E+01
.5180E+03 .1754E+01 .1023E+01 .2109E+00 .9021E+00 .2373E+00 .1139E+01
.5190E+03 .1840E+01 .1076E+01 .2201E+00 .9481E+00 .2488E+00 .1197E+01
.5200E+03 .1907E+01 .1117E+01 .2270E+00 .9846E+00 .2577E+00 .1242E+01
.5210E+03 .1926E+01 .1130E+01 .2280E+00 .9959E+00 .2599E+00 .1256E+01
.5220E+03 .1929E+01 .1133E+01 .2269E+00 .9987E+00 .2599E+00 .1259E+01
.5230E+03 .1895E+01 .1115E+01 .2217E+00 .9826E+00 .2550E+00 .1238E+01
.5240E+03 .1966E+01 .1156E+01 .2283E+00 .1019E+01 .2637E+00 .1283E+01
.5250E+03 .1993E+01 .1172E+01 .2296E+00 .1033E+01 .2664E+00 .1299E+01
.5260E+03 .1905E+01 .1122E+01 .2181E+00 .9889E+00 .2542E+00 .1243E+01
.5270E+03 .1799E+01 .1059E+01 .2043E+00 .9333E+00 .2392E+00 .1172E+01
.5280E+03 .1905E+01 .1122E+01 .2148E+00 .9892E+00 .2526E+00 .1242E+01
.5290E+03 .2011E+01 .1185E+01 .2251E+00 .1044E+01 .2659E+00 .1310E+01
.5300E+03 .1983E+01 .1170E+01 .2207E+00 .1031E+01 .2618E+00 .1293E+01
.5310E+03 .2014E+01 .1189E+01 .2227E+00 .1048E+01 .2654E+00 .1314E+01
.5320E+03 .1945E+01 .1151E+01 .2140E+00 .1014E+01 .2561E+00 .1270E+01
.5330E+03 .1888E+01 .1119E+01 .2067E+00 .9862E+00 .2485E+00 .1235E+01
.5340E+03 .1942E+01 .1154E+01 .2119E+00 .1017E+01 .2558E+00 .1273E+01
.5350E+03 .1982E+01 .1182E+01 .2157E+00 .1042E+01 .2614E+00 .1303E+01
.5360E+03 .1998E+01 .1195E+01 .2168E+00 .1053E+01 .2638E+00 .1317E+01
.5370E+03 .1918E+01 .1150E+01 .2074E+00 .1013E+01 .2534E+00 .1267E+01
.5380E+03 .1950E+01 .1172E+01 .2101E+00 .1033E+01 .2578E+00 .1291E+01
.5390E+03 .1934E+01 .1164E+01 .2074E+00 .1026E+01 .2554E+00 .1281E+01
.5400E+03 .1855E+01 .1117E+01 .1977E+00 .9845E+00 .2446E+00 .1229E+01
.5410E+03 .1874E+01 .1124E+01 .1978E+00 .9908E+00 .2457E+00 .1237E+01
.5420E+03 .1935E+01 .1161E+01 .2030E+00 .1023E+01 .2532E+00 .1276E+01
.5430E+03 .1909E+01 .1153E+01 .2001E+00 .1016E+01 .2507E+00 .1267E+01
.5440E+03 .1947E+01 .1173E+01 .2023E+00 .1034E+01 .2545E+00 .1288E+01
.5450E+03 .1940E+01 .1172E+01 .2008E+00 .1033E+01 .2537E+00 .1287E+01
.5460E+03 .1953E+01 .1177E+01 .2006E+00 .1038E+01 .2544E+00 .1292E+01
.5470E+03 .1948E+01 .1181E+01 .1998E+00 .1041E+01 .2545E+00 .1295E+01
.5480E+03 .1923E+01 .1169E+01 .1966E+00 .1030E+01 .2515E+00 .1282E+01
.5490E+03 .1927E+01 .1175E+01 .1964E+00 .1036E+01 .2522E+00 .1288E+01
.5500E+03 .1949E+01 .1191E+01 .1978E+00 .1050E+01 .2551E+00 .1305E+01
.5510E+03 .1925E+01 .1179E+01 .1946E+00 .1039E+01 .2520E+00 .1291E+01
.5520E+03 .1938E+01 .1189E+01 .1951E+00 .1048E+01 .2536E+00 .1301E+01
.5530E+03 .1904E+01 .1169E+01 .1907E+00 .1031E+01 .2490E+00 .1280E+01
.5540E+03 .1950E+01 .1199E+01 .1944E+00 .1057E+01 .2548E+00 .1312E+01
.5550E+03 .1956E+01 .1203E+01 .1939E+00 .1061E+01 .2552E+00 .1316E+01
.5560E+03 .1931E+01 .1190E+01 .1904E+00 .1048E+01 .2517E+00 .1300E+01
.5570E+03 .1873E+01 .1154E+01 .1836E+00 .1017E+01 .2437E+00 .1261E+01
.5580E+03 .1861E+01 .1147E+01 .1812E+00 .1011E+01 .2416E+00 .1253E+01
.5590E+03 .1830E+01 .1127E+01 .1769E+00 .9936E+00 .2368E+00 .1230E+01
.5600E+03 .1854E+01 .1143E+01 .1781E+00 .1007E+01 .2395E+00 .1247E+01
.5610E+03 .1881E+01 .1159E+01 .1795E+00 .1022E+01 .2423E+00 .1264E+01
.5620E+03 .1871E+01 .1152E+01 .1772E+00 .1016E+01 .2402E+00 .1256E+01
.5630E+03 .1926E+01 .1185E+01 .1811E+00 .1044E+01 .2465E+00 .1291E+01
.5640E+03 .1877E+01 .1154E+01 .1753E+00 .1017E+01 .2396E+00 .1257E+01
.5650E+03 .1863E+01 .1145E+01 .1729E+00 .1010E+01 .2373E+00 .1247E+01
.5660E+03 .1839E+01 .1130E+01 .1696E+00 .9959E+00 .2337E+00 .1230E+01
.5670E+03 .1878E+01 .1152E+01 .1719E+00 .1016E+01 .2379E+00 .1253E+01
.5680E+03 .1872E+01 .1141E+01 .1693E+00 .1005E+01 .2352E+00 .1241E+01
.5690E+03 .1849E+01 .1108E+01 .1639E+00 .9767E+00 .2284E+00 .1205E+01
.5700E+03 .1845E+01 .1112E+01 .1634E+00 .9802E+00 .2287E+00 .1209E+01
.5710E+03 .1828E+01 .1111E+01 .1621E+00 .9789E+00 .2278E+00 .1207E+01
.5720E+03 .1886E+01 .1135E+01 .1649E+00 .1000E+01 .2326E+00 .1233E+01
.5730E+03 .1908E+01 .1149E+01 .1660E+00 .1013E+01 .2351E+00 .1248E+01
.5740E+03 .1905E+01 .1147E+01 .1648E+00 .1011E+01 .2343E+00 .1245E+01
.5750E+03 .1875E+01 .1126E+01 .1611E+00 .9924E+00 .2299E+00 .1222E+01
.5760E+03 .1857E+01 .1118E+01 .1592E+00 .9851E+00 .2280E+00 .1213E+01
.5770E+03 .1876E+01 .1132E+01 .1604E+00 .9975E+00 .2306E+00 .1228E+01
.5780E+03 .1842E+01 .1118E+01 .1576E+00 .9851E+00 .2275E+00 .1213E+01
.5790E+03 .1840E+01 .1125E+01 .1578E+00 .9915E+00 .2287E+00 .1220E+01
.5800E+03 .1860E+01 .1149E+01 .1604E+00 .1013E+01 .2332E+00 .1246E+01
.5810E+03 .1859E+01 .1158E+01 .1608E+00 .1021E+01 .2347E+00 .1255E+01
.5820E+03 .1885E+01 .1182E+01 .1633E+00 .1042E+01 .2393E+00 .1281E+01
.5830E+03 .1882E+01 .1187E+01 .1631E+00 .1046E+01 .2400E+00 .1286E+01
.5840E+03 .1893E+01 .1199E+01 .1640E+00 .1057E+01 .2421E+00 .1299E+01
.5850E+03 .1844E+01 .1171E+01 .1594E+00 .1032E+01 .2362E+00 .1268E+01
.5860E+03 .1806E+01 .1148E+01 .1555E+00 .1012E+01 .2313E+00 .1243E+01
.5870E+03 .1852E+01 .1171E+01 .1581E+00 .1032E+01 .2360E+00 .1268E+01
.5880E+03 .1835E+01 .1133E+01 .1526E+00 .9984E+00 .2285E+00 .1227E+01
.5890E+03 .1684E+01 .9870E+00 .1331E+00 .8700E+00 .1997E+00 .1070E+01
.5900E+03 .1756E+01 .1034E+01 .1387E+00 .9115E+00 .2089E+00 .1120E+01
.5910E+03 .1824E+01 .1105E+01 .1470E+00 .9742E+00 .2224E+00 .1197E+01
.5920E+03 .1821E+01 .1087E+01 .1440E+00 .9585E+00 .2188E+00 .1177E+01
.5930E+03 .1826E+01 .1114E+01 .1462E+00 .9818E+00 .2231E+00 .1205E+01
.5940E+03 .1822E+01 .1105E+01 .1443E+00 .9735E+00 .2210E+00 .1195E+01
.5950E+03 .1793E+01 .1072E+01 .1395E+00 .9450E+00 .2144E+00 .1159E+01
.5960E+03 .1820E+01 .1131E+01 .1456E+00 .9969E+00 .2250E+00 .1222E+01
.5970E+03 .1808E+01 .1118E+01 .1432E+00 .9853E+00 .2221E+00 .1207E+01
.5980E+03 .1792E+01 .1120E+01 .1424E+00 .9872E+00 .2218E+00 .1209E+01
.5990E+03 .1787E+01 .1125E+01 .1421E+00 .9915E+00 .2222E+00 .1214E+01
.6000E+03 .1777E+01 .1132E+01 .1420E+00 .9982E+00 .2231E+00 .1221E+01
.6010E+03 .1755E+01 .1128E+01 .1406E+00 .9943E+00 .2217E+00 .1216E+01
.6020E+03 .1742E+01 .1123E+01 .1392E+00 .9894E+00 .2203E+00 .1210E+01
.6030E+03 .1767E+01 .1144E+01 .1411E+00 .1008E+01 .2242E+00 .1232E+01
.6040E+03 .1795E+01 .1165E+01 .1431E+00 .1026E+01 .2281E+00 .1255E+01
.6050E+03 .1784E+01 .1160E+01 .1420E+00 .1023E+01 .2271E+00 .1250E+01
.6060E+03 .1772E+01 .1157E+01 .1410E+00 .1020E+01 .2263E+00 .1246E+01
.6070E+03 .1786E+01 .1170E+01 .1420E+00 .1031E+01 .2288E+00 .1260E+01
.6080E+03 .1762E+01 .1158E+01 .1401E+00 .1021E+01 .2265E+00 .1247E+01
.6090E+03 .1762E+01 .1162E+01 .1400E+00 .1024E+01 .2271E+00 .1251E+01
.6100E+03 .1746E+01 .1155E+01 .1387E+00 .1018E+01 .2257E+00 .1243E+01
.6110E+03 .1753E+01 .1162E+01 .1391E+00 .1024E+01 .2272E+00 .1251E+01
.6120E+03 .1746E+01 .1160E+01 .1384E+00 .1022E+01 .2268E+00 .1249E+01
.6130E+03 .1722E+01 .1147E+01 .1364E+00 .1011E+01 .2242E+00 .1235E+01
.6140E+03 .1696E+01 .1132E+01 .1342E+00 .9981E+00 .2214E+00 .1219E+01
.6150E+03 .1729E+01 .1158E+01 .1368E+00 .1021E+01 .2264E+00 .1247E+01
.6160E+03 .1670E+01 .1121E+01 .1320E+00 .9884E+00 .2191E+00 .1208E+01
.6170E+03 .1665E+01 .1120E+01 .1314E+00 .9874E+00 .2189E+00 .1206E+01
.6180E+03 .1727E+01 .1165E+01 .1361E+00 .1026E+01 .2275E+00 .1254E+01
.6190E+03 .1709E+01 .1154E+01 .1344E+00 .1017E+01 .2254E+00 .1242E+01
.6200E+03 .1720E+01 .1162E+01 .1349E+00 .1024E+01 .2269E+00 .1251E+01
.6210E+03 .1725E+01 .1164E+01 .1347E+00 .1026E+01 .2274E+00 .1254E+01
.6220E+03 .1709E+01 .1152E+01 .1328E+00 .1015E+01 .2249E+00 .1240E+01
.6230E+03 .1686E+01 .1135E+01 .1304E+00 .1001E+01 .2216E+00 .1222E+01
.6240E+03 .1655E+01 .1117E+01 .1278E+00 .9844E+00 .2179E+00 .1202E+01
.6250E+03 .1651E+01 .1115E+01 .1271E+00 .9828E+00 .2175E+00 .1200E+01
.6260E+03 .1676E+01 .1132E+01 .1286E+00 .9974E+00 .2207E+00 .1218E+01
.6270E+03 .1704E+01 .1142E+01 .1295E+00 .1007E+01 .2229E+00 .1230E+01
.6280E+03 .1702E+01 .1054E+01 .1204E+00 .9291E+00 .2074E+00 .1136E+01
.6290E+03 .1702E+01 .1112E+01 .1256E+00 .9801E+00 .2176E+00 .1198E+01
.6300E+03 .1666E+01 .1089E+01 .1226E+00 .9598E+00 .2130E+00 .1173E+01
.6310E+03 .1667E+01 .1119E+01 .1251E+00 .9862E+00 .2183E+00 .1204E+01
.6320E+03 .1641E+01 .1104E+01 .1230E+00 .9727E+00 .2152E+00 .1188E+01
.6330E+03 .1676E+01 .1141E+01 .1265E+00 .1006E+01 .2222E+00 .1228E+01
.6340E+03 .1649E+01 .1133E+01 .1251E+00 .9985E+00 .2205E+00 .1219E+01
.6350E+03 .1669E+01 .1152E+01 .1267E+00 .1015E+01 .2241E+00 .1239E+01
.6360E+03 .1640E+01 .1138E+01 .1248E+00 .1003E+01 .2214E+00 .1225E+01
.6370E+03 .1663E+01 .1158E+01 .1265E+00 .1021E+01 .2252E+00 .1246E+01
.6380E+03 .1671E+01 .1172E+01 .1275E+00 .1033E+01 .2278E+00 .1261E+01
.6390E+03 .1649E+01 .1161E+01 .1258E+00 .1023E+01 .2254E+00 .1248E+01
.6400E+03 .1628E+01 .1151E+01 .1243E+00 .1014E+01 .2234E+00 .1238E+01
.6410E+03 .1624E+01 .1151E+01 .1239E+00 .1015E+01 .2229E+00 .1238E+01
.6420E+03 .1613E+01 .1148E+01 .1231E+00 .1012E+01 .2216E+00 .1233E+01
.6430E+03 .1634E+01 .1163E+01 .1244E+00 .1025E+01 .2241E+00 .1249E+01
.6440E+03 .1625E+01 .1161E+01 .1237E+00 .1023E+01 .2230E+00 .1246E+01
.6450E+03 .1630E+01 .1162E+01 .1234E+00 .1024E+01 .2227E+00 .1247E+01
.6460E+03 .1606E+01 .1128E+01 .1197E+00 .9946E+00 .2161E+00 .1211E+01
.6470E+03 .1614E+01 .1104E+01 .1172E+00 .9732E+00 .2115E+00 .1185E+01
.6480E+03 .1628E+01 .1103E+01 .1167E+00 .9720E+00 .2107E+00 .1183E+01
.6490E+03 .1596E+01 .1083E+01 .1142E+00 .9544E+00 .2064E+00 .1161E+01
.6500E+03 .1565E+01 .1103E+01 .1154E+00 .9724E+00 .2091E+00 .1181E+01
.6510E+03 .1623E+01 .1155E+01 .1203E+00 .1018E+01 .2181E+00 .1236E+01
.6520E+03 .1605E+01 .1088E+01 .1136E+00 .9590E+00 .2058E+00 .1165E+01
.6530E+03 .1602E+01 .1140E+01 .1180E+00 .1005E+01 .2144E+00 .1220E+01
.6540E+03 .1579E+01 .1130E+01 .1165E+00 .9958E+00 .2118E+00 .1208E+01
.6550E+03 .1544E+01 .1080E+01 .1113E+00 .9522E+00 .2024E+00 .1155E+01
.6560E+03 .1352E+01 .9625E+00 .9869E-01 .8484E+00 .1797E+00 .1028E+01
.6570E+03 .1388E+01 .9888E+00 .1010E+00 .8716E+00 .1841E+00 .1056E+01
.6580E+03 .1544E+01 .1114E+01 .1133E+00 .9819E+00 .2067E+00 .1189E+01
.6590E+03 .1548E+01 .1125E+01 .1140E+00 .9916E+00 .2081E+00 .1200E+01
.6600E+03 .1552E+01 .1132E+01 .1142E+00 .9976E+00 .2088E+00 .1206E+01
.6610E+03 .1563E+01 .1144E+01 .1151E+00 .1009E+01 .2105E+00 .1219E+01
.6620E+03 .1573E+01 .1150E+01 .1153E+00 .1013E+01 .2110E+00 .1224E+01
.6630E+03 .1539E+01 .1127E+01 .1126E+00 .9936E+00 .2064E+00 .1200E+01
.6640E+03 .1547E+01 .1142E+01 .1136E+00 .1006E+01 .2085E+00 .1215E+01
.6650E+03 .1541E+01 .1144E+01 .1134E+00 .1008E+01 .2083E+00 .1217E+01
.6660E+03 .1539E+01 .1146E+01 .1132E+00 .1010E+01 .2081E+00 .1218E+01
.6670E+03 .1534E+01 .1146E+01 .1128E+00 .1010E+01 .2076E+00 .1218E+01
.6680E+03 .1531E+01 .1148E+01 .1127E+00 .1012E+01 .2074E+00 .1219E+01
.6690E+03 .1552E+01 .1166E+01 .1141E+00 .1028E+01 .2103E+00 .1238E+01
.6700E+03 .1544E+01 .1162E+01 .1133E+00 .1025E+01 .2090E+00 .1234E+01
.6710E+03 .1542E+01 .1163E+01 .1130E+00 .1025E+01 .2086E+00 .1234E+01
.6720E+03 .1528E+01 .1154E+01 .1118E+00 .1017E+01 .2065E+00 .1224E+01
.6730E+03 .1549E+01 .1172E+01 .1132E+00 .1033E+01 .2093E+00 .1243E+01
.6740E+03 .1542E+01 .1169E+01 .1125E+00 .1030E+01 .2082E+00 .1239E+01
.6750E+03 .1527E+01 .1159E+01 .1112E+00 .1022E+01 .2060E+00 .1228E+01
.6760E+03 .1536E+01 .1168E+01 .1117E+00 .1030E+01 .2070E+00 .1237E+01
.6770E+03 .1520E+01 .1157E+01 .1103E+00 .1020E+01 .2047E+00 .1225E+01
.6780E+03 .1523E+01 .1162E+01 .1103E+00 .1024E+01 .2049E+00 .1229E+01
.6790E+03 .1497E+01 .1144E+01 .1083E+00 .1008E+01 .2013E+00 .1209E+01
.6800E+03 .1508E+01 .1154E+01 .1089E+00 .1017E+01 .2025E+00 .1219E+01
.6810E+03 .1498E+01 .1147E+01 .1078E+00 .1011E+01 .2008E+00 .1211E+01
.6820E+03 .1496E+01 .1146E+01 .1074E+00 .1010E+01 .2002E+00 .1210E+01
.6830E+03 .1493E+01 .1144E+01 .1069E+00 .1009E+01 .1994E+00 .1208E+01
.6840E+03 .1486E+01 .1139E+01 .1060E+00 .1004E+01 .1980E+00 .1202E+01
.6850E+03 .1497E+01 .1150E+01 .1067E+00 .1014E+01 .1994E+00 .1213E+01
.6860E+03 .1490E+01 .1143E+01 .1058E+00 .1008E+01 .1978E+00 .1205E+01
.6870E+03 .1508E+01 .7082E+00 .7011E-01 .6243E+00 .1288E+00 .7531E+00
.6880E+03 .1491E+01 .8549E+00 .8193E-01 .7535E+00 .1518E+00 .9053E+00
.6890E+03 .1488E+01 .8591E+00 .8200E-01 .7572E+00 .1521E+00 .9093E+00
.6900E+03 .1478E+01 .9094E+00 .8576E-01 .8016E+00 .1596E+00 .9612E+00
.6910E+03 .1466E+01 .9655E+00 .8990E-01 .8510E+00 .1679E+00 .1019E+01
.6920E+03 .1453E+01 .1002E+01 .9243E-01 .8835E+00 .1730E+00 .1057E+01
.6930E+03 .1455E+01 .9768E+00 .9002E-01 .8610E+00 .1685E+00 .1030E+01
.6940E+03 .1459E+01 .9611E+00 .8823E-01 .8472E+00 .1654E+00 .1013E+01
.6950E+03 .1459E+01 .1018E+01 .9251E-01 .8973E+00 .1739E+00 .1071E+01
.6960E+03 .1471E+01 .1020E+01 .9236E-01 .8992E+00 .1738E+00 .1073E+01
.6970E+03 .1465E+01 .1108E+01 .9935E-01 .9769E+00 .1874E+00 .1164E+01
.6980E+03 .1445E+01 .1091E+01 .9748E-01 .9613E+00 .1841E+00 .1145E+01
.6990E+03 .1464E+01 .1047E+01 .9382E-01 .9232E+00 .1771E+00 .1100E+01
.7000E+03 .1446E+01 .1034E+01 .9239E-01 .9115E+00 .1745E+00 .1086E+01
.7010E+03 .1443E+01 .1017E+01 .9081E-01 .8962E+00 .1715E+00 .1068E+01
.7020E+03 .1435E+01 .1031E+01 .9160E-01 .9091E+00 .1733E+00 .1082E+01
.7030E+03 .1441E+01 .1035E+01 .9157E-01 .9125E+00 .1734E+00 .1086E+01
.7040E+03 .1455E+01 .1080E+01 .9490E-01 .9518E+00 .1801E+00 .1132E+01
.7050E+03 .1457E+01 .1079E+01 .9456E-01 .9508E+00 .1795E+00 .1130E+01
.7060E+03 .1443E+01 .1084E+01 .9457E-01 .9553E+00 .1798E+00 .1135E+01
.7070E+03 .1440E+01 .1086E+01 .9440E-01 .9572E+00 .1797E+00 .1137E+01
.7080E+03 .1443E+01 .1089E+01 .9436E-01 .9597E+00 .1797E+00 .1139E+01
.7090E+03 .1429E+01 .1099E+01 .9469E-01 .9686E+00 .1807E+00 .1149E+01
.7100E+03 .1436E+01 .1095E+01 .9418E-01 .9652E+00 .1798E+00 .1145E+01
.7110E+03 .1429E+01 .1097E+01 .9396E-01 .9670E+00 .1796E+00 .1147E+01
.7120E+03 .1417E+01 .1098E+01 .9359E-01 .9676E+00 .1791E+00 .1147E+01
.7130E+03 .1409E+01 .1084E+01 .9222E-01 .9554E+00 .1766E+00 .1132E+01
.7140E+03 .1414E+01 .1089E+01 .9233E-01 .9602E+00 .1770E+00 .1137E+01
.7150E+03 .1388E+01 .1047E+01 .8866E-01 .9227E+00 .1700E+00 .1093E+01
.7160E+03 .1395E+01 .1044E+01 .8824E-01 .9206E+00 .1693E+00 .1090E+01
.7170E+03 .1414E+01 .8428E+00 .7275E-01 .7429E+00 .1387E+00 .8816E+00
.7180E+03 .1392E+01 .7573E+00 .6540E-01 .6675E+00 .1247E+00 .7922E+00
