angle,azimuth,date,hour,power
37,115,2024-03-21,6,0.0
37,115,2024-03-21,7,220.0789161555957
37,115,2024-03-21,8,167.01838973074678
37,115,2024-03-21,9,144.5120516972168
37,115,2024-03-21,10,205.1748074977028
37,115,2024-03-21,11,230.81939640350888
37,115,2024-03-21,12,213.40329808899867
37,115,2024-03-21,13,163.23460240116998
37,115,2024-03-21,14,91.14921847402265
37,115,2024-03-21,15,42.06630218621901
37,115,2024-03-21,16,10.684102024737552
37,115,2024-03-21,17,3.5002265016726044
37,115,2024-03-21,18,0.0
37,115,2024-03-21,19,0.0
37,115,2024-03-21,20,0.0
37,115,2024-03-21,21,0.0
37,115,2024-03-22,6,0.0
37,115,2024-03-22,7,346.0057270303004
37,115,2024-03-22,8,337.3466008412654
37,115,2024-03-22,9,318.3648411574919
37,115,2024-03-22,10,297.2579150841988
37,115,2024-03-22,11,259.58280270041587
37,115,2024-03-22,12,219.6157996862576
37,115,2024-03-22,13,160.03042581536803
37,115,2024-03-22,14,110.12368382917336
37,115,2024-03-22,15,67.79789598457707
37,115,2024-03-22,16,13.424863528728007
37,115,2024-03-22,17,3.17823828349554
37,115,2024-03-22,18,0.0
37,115,2024-03-22,19,0.0
37,115,2024-03-22,20,0.0
37,115,2024-03-22,21,0.0
37,115,2024-03-23,6,0.0
37,115,2024-03-23,7,434.3569132586839
37,115,2024-03-23,8,366.81424507540015
37,115,2024-03-23,9,355.93144450204204
37,115,2024-03-23,10,341.8253840640567
37,115,2024-03-23,11,311.15770795773466
37,115,2024-03-23,12,274.70499220259165
37,115,2024-03-23,13,215.74709937661052
37,115,2024-03-23,14,151.76802581556012
37,115,2024-03-23,15,80.03737111022139
37,115,2024-03-23,16,14.31254954274104
37,115,2024-03-23,17,3.926373317224345
37,115,2024-03-23,18,0.0
37,115,2024-03-23,19,0.0
37,115,2024-03-23,20,0.0
37,115,2024-03-23,21,0.0
37,115,2024-03-24,6,0.0
37,115,2024-03-24,7,176.47959440803652
37,115,2024-03-24,8,0.0
37,115,2024-03-24,9,54.038983988576405
37,115,2024-03-24,10,56.03019697404756
37,115,2024-03-24,11,59.02648243360861
37,115,2024-03-24,12,69.88240207468004
37,115,2024-03-24,13,29.209482822239373
37,115,2024-03-24,14,19.27012733946089
37,115,2024-03-24,15,27.94096758361036
37,115,2024-03-24,16,15.016371815065632
37,115,2024-03-24,17,4.178065668201635
37,115,2024-03-24,18,0.0
37,115,2024-03-24,19,0.0
37,115,2024-03-24,20,0.0
37,115,2024-03-24,21,0.0
37,115,2024-03-25,6,0.0
37,115,2024-03-25,7,148.50236616175948
37,115,2024-03-25,8,76.36927843964078
37,115,2024-03-25,9,161.60427572791264
37,115,2024-03-25,10,176.19568368033714
37,115,2024-03-25,11,181.75161453611764
37,115,2024-03-25,12,141.06046559368102
37,115,2024-03-25,13,161.96885531636184
37,115,2024-03-25,14,90.42807365670905
37,115,2024-03-25,15,31.82488203656145
37,115,2024-03-25,16,7.089200951672375
37,115,2024-03-25,17,2.3699013129484428
37,115,2024-03-25,18,0.0
37,115,2024-03-25,19,0.0
37,115,2024-03-25,20,0.0
37,115,2024-03-25,21,0.0
37,115,2024-03-26,6,0.0
37,115,2024-03-26,7,151.94696224093326
37,115,2024-03-26,8,67.15132487047225
37,115,2024-03-26,9,156.10926252848367
37,115,2024-03-26,10,129.77961189726767
37,115,2024-03-26,11,176.96400101709503
37,115,2024-03-26,12,186.6340635830415
37,115,2024-03-26,13,57.471908428896654
37,115,2024-03-26,14,66.60144135203349
37,115,2024-03-26,15,19.607038805192325
37,115,2024-03-26,16,11.419559382236416
37,115,2024-03-26,17,4.02001361429065
37,115,2024-03-26,18,0.0
37,115,2024-03-26,19,0.0
37,115,2024-03-26,20,0.0
37,115,2024-03-26,21,0.0
37,115,2024-03-27,6,0.0
37,115,2024-03-27,7,116.80238630785598
37,115,2024-03-27,8,133.61364274805493
37,115,2024-03-27,9,334.9563629034541
37,115,2024-03-27,10,257.87592098717766
37,115,2024-03-27,11,168.8954526365293
37,115,2024-03-27,12,197.2040078125644
37,115,2024-03-27,13,28.450267470721656
37,115,2024-03-27,14,16.421328423140523
37,115,2024-03-27,15,58.67764714091636
37,115,2024-03-27,16,4.066941852333075
37,115,2024-03-27,17,3.730020307146268
37,115,2024-03-27,18,0.0
37,115,2024-03-27,19,0.0
37,115,2024-03-27,20,0.0
37,115,2024-03-27,21,0.0
37,115,2024-03-28,6,0.0
37,115,2024-03-28,7,313.57993319274044
37,115,2024-03-28,8,194.12035854539985
37,115,2024-03-28,9,113.0928761440628
37,115,2024-03-28,10,56.67211040060664
37,115,2024-03-28,11,164.51565241511182
37,115,2024-03-28,12,37.65423486765691
37,115,2024-03-28,13,218.62838529922
37,115,2024-03-28,14,75.6589154281277
37,115,2024-03-28,15,59.94148794279829
37,115,2024-03-28,16,16.584368220999643
37,115,2024-03-28,17,5.383204709550894
37,115,2024-03-28,18,0.0
37,115,2024-03-28,19,0.0
37,115,2024-03-28,20,0.0
37,115,2024-03-28,21,0.0
37,115,2024-03-29,6,0.0
37,115,2024-03-29,7,177.84449503057635
37,115,2024-03-29,8,201.18469566266128
37,115,2024-03-29,9,182.46638932715
37,115,2024-03-29,10,212.35517888805504
37,115,2024-03-29,11,77.21008525859098
37,115,2024-03-29,12,56.5556529764706
37,115,2024-03-29,13,33.97123786995325
37,115,2024-03-29,14,52.62776241271034
37,115,2024-03-29,15,31.68388245352599
37,115,2024-03-29,16,0.0
37,115,2024-03-29,17,4.588657935689124
37,115,2024-03-29,18,0.0
37,115,2024-03-29,19,0.0
37,115,2024-03-29,20,0.0
37,115,2024-03-29,21,0.0
37,115,2024-03-30,6,0.0
37,115,2024-03-30,7,133.79809189659548
37,115,2024-03-30,8,76.68620485599425
37,115,2024-03-30,9,123.03351221702174
37,115,2024-03-30,10,68.46658527198534
37,115,2024-03-30,11,81.32781071737986
37,115,2024-03-30,12,93.3607448670969
37,115,2024-03-30,13,78.24862851168245
37,115,2024-03-30,14,43.54102756622191
37,115,2024-03-30,15,16.85447227904713
37,115,2024-03-30,16,6.122701334121803
37,115,2024-03-30,17,3.7354436556870985
37,115,2024-03-30,18,0.0
37,115,2024-03-30,19,0.0
37,115,2024-03-30,20,0.0
37,115,2024-03-30,21,0.0
37,115,2024-03-31,6,0.0
37,115,2024-03-31,7,0.0
37,115,2024-03-31,8,206.90283913387293
37,115,2024-03-31,9,114.77103514505708
37,115,2024-03-31,10,64.39043427203558
37,115,2024-03-31,11,138.45648220265875
37,115,2024-03-31,12,201.7880353305555
37,115,2024-03-31,13,59.79452582269808
37,115,2024-03-31,14,62.08387766941871
37,115,2024-03-31,15,21.968227342088024
37,115,2024-03-31,16,28.957987452538447
37,115,2024-03-31,17,9.80392664993641
37,115,2024-03-31,18,0.0
37,115,2024-03-31,19,0.0
37,115,2024-03-31,20,0.0
37,115,2024-03-31,21,0.0
37,115,2024-04-01,6,0.0
37,115,2024-04-01,7,0.0
37,115,2024-04-01,8,171.6748959669917
37,115,2024-04-01,9,66.62061289413708
37,115,2024-04-01,10,186.0579409482182
37,115,2024-04-01,11,239.04720323346723
37,115,2024-04-01,12,95.9895850607342
37,115,2024-04-01,13,47.8795046901447
37,115,2024-04-01,14,47.51549598732888
37,115,2024-04-01,15,11.691485280242285
37,115,2024-04-01,16,14.104496308269464
37,115,2024-04-01,17,3.4081666378067195
37,115,2024-04-01,18,0.0
37,115,2024-04-01,19,0.0
37,115,2024-04-01,20,0.0
37,115,2024-04-01,21,0.0
37,115,2024-04-02,6,0.0
37,115,2024-04-02,7,0.0
37,115,2024-04-02,8,545.1650813019172
37,115,2024-04-02,9,436.96993148283207
37,115,2024-04-02,10,389.5573703379511
37,115,2024-04-02,11,242.81667086950057
37,115,2024-04-02,12,235.00751726253608
37,115,2024-04-02,13,203.71214380500257
37,115,2024-04-02,14,177.23373082446753
37,115,2024-04-02,15,132.9112282868326
37,115,2024-04-02,16,63.925432498654
37,115,2024-04-02,17,10.951576648955143
37,115,2024-04-02,18,0.0
37,115,2024-04-02,19,0.0
37,115,2024-04-02,20,0.0
37,115,2024-04-02,21,0.0
37,115,2024-04-03,6,0.0
37,115,2024-04-03,7,0.0
37,115,2024-04-03,8,180.39139025098368
37,115,2024-04-03,9,111.5059076117094
37,115,2024-04-03,10,83.18068862262304
37,115,2024-04-03,11,66.2750483346251
37,115,2024-04-03,12,92.44429891431918
37,115,2024-04-03,13,161.91357692734704
37,115,2024-04-03,14,209.90704363141828
37,115,2024-04-03,15,134.69239207509426
37,115,2024-04-03,16,63.74134957034741
37,115,2024-04-03,17,11.077989939579425
37,115,2024-04-03,18,0.0
37,115,2024-04-03,19,0.0
37,115,2024-04-03,20,0.0
37,115,2024-04-03,21,0.0
37,115,2024-04-04,6,0.0
37,115,2024-04-04,7,0.0
37,115,2024-04-04,8,509.84481152088256
37,115,2024-04-04,9,422.6280042013847
37,115,2024-04-04,10,378.9740128198426
37,115,2024-04-04,11,284.69206601439475
37,115,2024-04-04,12,274.5865231160287
37,115,2024-04-04,13,219.0919709621628
37,115,2024-04-04,14,151.19004314785772
37,115,2024-04-04,15,70.55900636813821
37,115,2024-04-04,16,60.61578828405576
37,115,2024-04-04,17,10.749313592517035
37,115,2024-04-04,18,0.0
37,115,2024-04-04,19,0.0
37,115,2024-04-04,20,0.0
37,115,2024-04-04,21,0.0
37,115,2024-04-05,6,0.0
37,115,2024-04-05,7,0.0
37,115,2024-04-05,8,97.96763694252633
37,115,2024-04-05,9,181.49425178670896
37,115,2024-04-05,10,253.6049262920297
37,115,2024-04-05,11,260.58569631697463
37,115,2024-04-05,12,211.4369030339901
37,115,2024-04-05,13,148.80939121276734
37,115,2024-04-05,14,121.89893166138056
37,115,2024-04-05,15,76.5582516721571
37,115,2024-04-05,16,18.879286006048844
37,115,2024-04-05,17,5.488052241696408
37,115,2024-04-05,18,0.0
37,115,2024-04-05,19,0.0
37,115,2024-04-05,20,0.0
37,115,2024-04-05,21,0.0
37,115,2024-04-06,6,0.0
37,115,2024-04-06,7,0.0
37,115,2024-04-06,8,166.1873516606192
37,115,2024-04-06,9,124.26755869629122
37,115,2024-04-06,10,97.39240389586917
37,115,2024-04-06,11,144.8207426688478
37,115,2024-04-06,12,88.3925630372689
37,115,2024-04-06,13,93.09984099322836
37,115,2024-04-06,14,82.04036113159627
37,115,2024-04-06,15,80.61112184973285
37,115,2024-04-06,16,41.030247307824176
37,115,2024-04-06,17,10.905145919851302
37,115,2024-04-06,18,0.0
37,115,2024-04-06,19,0.0
37,115,2024-04-06,20,0.0
37,115,2024-04-06,21,0.0
37,115,2024-04-07,6,0.0
37,115,2024-04-07,7,0.0
37,115,2024-04-07,8,456.61167403069504
37,115,2024-04-07,9,220.6729905247417
37,115,2024-04-07,10,146.89982746937932
37,115,2024-04-07,11,83.50528295828622
37,115,2024-04-07,12,57.35920961093951
37,115,2024-04-07,13,48.38036732830326
37,115,2024-04-07,14,58.40091703845268
37,115,2024-04-07,15,62.85567968745173
37,115,2024-04-07,16,33.31395129638689
37,115,2024-04-07,17,10.848740014611131
37,115,2024-04-07,18,0.0
37,115,2024-04-07,19,0.0
37,115,2024-04-07,20,0.0
37,115,2024-04-07,21,0.0
37,115,2024-04-08,6,0.0
37,115,2024-04-08,7,0.0
37,115,2024-04-08,8,370.632009203993
37,115,2024-04-08,9,371.0416918996382
37,115,2024-04-08,10,376.6076903506607
37,115,2024-04-08,11,349.0160925981703
37,115,2024-04-08,12,309.5509240438249
37,115,2024-04-08,13,275.45312358512723
37,115,2024-04-08,14,226.0792160833922
37,115,2024-04-08,15,143.40454876741822
37,115,2024-04-08,16,67.97733338005348
37,115,2024-04-08,17,12.37855283557509
37,115,2024-04-08,18,0.0
37,115,2024-04-08,19,0.0
37,115,2024-04-08,20,0.0
37,115,2024-04-08,21,0.0
37,115,2024-04-09,6,0.0
37,115,2024-04-09,7,0.0
37,115,2024-04-09,8,513.9591302410545
37,115,2024-04-09,9,427.87489380629626
37,115,2024-04-09,10,407.2323937710522
37,115,2024-04-09,11,367.1588976414833
37,115,2024-04-09,12,311.2149188529602
37,115,2024-04-09,13,266.10932111496766
37,115,2024-04-09,14,228.9462062029376
37,115,2024-04-09,15,148.6051003060557
37,115,2024-04-09,16,72.23339144728135
37,115,2024-04-09,17,14.103892674912917
37,115,2024-04-09,18,0.187873050118745
37,115,2024-04-09,19,0.0
37,115,2024-04-09,20,0.0
37,115,2024-04-09,21,0.0
37,115,2024-04-10,6,0.0
37,115,2024-04-10,7,91.23368792038885
37,115,2024-04-10,8,222.9517966781076
37,115,2024-04-10,9,103.24161813523276
37,115,2024-04-10,10,54.00531332051601
37,115,2024-04-10,11,139.70508242914354
37,115,2024-04-10,12,152.70993611140028
37,115,2024-04-10,13,114.35274666638426
37,115,2024-04-10,14,84.44132448503336
37,115,2024-04-10,15,76.03717298209138
37,115,2024-04-10,16,39.87354058033378
37,115,2024-04-10,17,13.22819731404772
37,115,2024-04-10,18,0.2548115456505143
37,115,2024-04-10,19,0.0
37,115,2024-04-10,20,0.0
37,115,2024-04-10,21,0.0
37,115,2024-04-11,6,0.0
37,115,2024-04-11,7,95.92638659542008
37,115,2024-04-11,8,267.23099661333583
37,115,2024-04-11,9,391.7135935413012
37,115,2024-04-11,10,346.1504734499204
37,115,2024-04-11,11,159.30814118522554
37,115,2024-04-11,12,190.78526428265408
37,115,2024-04-11,13,22.550746667385223
37,115,2024-04-11,14,115.25651792048556
37,115,2024-04-11,15,66.79506737916769
37,115,2024-04-11,16,48.8209209557844
37,115,2024-04-11,17,12.97105000189601
37,115,2024-04-11,18,0.3656029270524293
37,115,2024-04-11,19,0.0
37,115,2024-04-11,20,0.0
37,115,2024-04-11,21,0.0
37,115,2024-04-12,6,0.0
37,115,2024-04-12,7,373.3928231281262
37,115,2024-04-12,8,252.32394239250945
37,115,2024-04-12,9,213.74941362980329
37,115,2024-04-12,10,183.70773163720628
37,115,2024-04-12,11,140.50164138164504
37,115,2024-04-12,12,110.15904118645506
37,115,2024-04-12,13,92.65126996676264
37,115,2024-04-12,14,78.0016750035841
37,115,2024-04-12,15,44.30491337042345
37,115,2024-04-12,16,15.154626627433831
37,115,2024-04-12,17,4.9944910606177935
37,115,2024-04-12,18,0.1805811576824502
37,115,2024-04-12,19,0.0
37,115,2024-04-12,20,0.0
37,115,2024-04-12,21,0.0
37,115,2024-04-13,6,0.0
37,115,2024-04-13,7,729.6879739130464
37,115,2024-04-13,8,234.8762492851103
37,115,2024-04-13,9,218.8841015930749
37,115,2024-04-13,10,244.33983861242203
37,115,2024-04-13,11,251.93831704743664
37,115,2024-04-13,12,158.55919304638812
37,115,2024-04-13,13,178.34412094092082
37,115,2024-04-13,14,183.41705623983387
37,115,2024-04-13,15,127.22954919438688
37,115,2024-04-13,16,70.16368924011924
