angle,date,hour,power
38,2024-05-25,13,20.492412718793435
38,2024-05-25,14,25.84898088520274
38,2024-05-25,15,71.49322850769983
38,2024-05-25,16,73.55002505237213
38,2024-05-25,17,33.58100400095847
38,2024-05-25,18,6.73766466744791
38,2024-05-25,19,1.2156754898867577
38,2024-05-25,20,0.0
38,2024-05-25,21,0.0
38,2024-05-26,6,68.41217343519257
38,2024-05-26,7,54.020815161925015
38,2024-05-26,8,171.4651084186591
38,2024-05-26,9,146.89196113918013
38,2024-05-26,10,148.1421188185135
38,2024-05-26,11,45.49665195800714
38,2024-05-26,12,24.608716708544232
38,2024-05-26,13,36.47815121625657
38,2024-05-26,14,27.052524987241284
38,2024-05-26,15,15.3706460065026
38,2024-05-26,16,38.48664191733256
38,2024-05-26,17,21.6767560637608
38,2024-05-26,18,6.782602836043205
38,2024-05-26,19,1.196601934008937
38,2024-05-26,20,0.0
38,2024-05-26,21,0.0
38,2024-05-27,6,269.00331244786383
38,2024-05-27,7,343.6847729331005
38,2024-05-27,8,344.57279246768496
38,2024-05-27,9,241.46280698830952
38,2024-05-27,10,168.69352622134363
38,2024-05-27,11,87.03352736326973
38,2024-05-27,12,134.02075145216696
38,2024-05-27,13,75.53655318813773
38,2024-05-27,14,44.531706886087335
38,2024-05-27,15,33.20064012974477
38,2024-05-27,16,16.036878617493613
38,2024-05-27,17,6.954469990843537
38,2024-05-27,18,3.192941755309249
38,2024-05-27,19,0.44802181022509163
38,2024-05-27,20,0.0
38,2024-05-27,21,0.0
38,2024-05-28,6,169.36442197914621
38,2024-05-28,7,76.14144075667255
38,2024-05-28,8,71.32219660039243
38,2024-05-28,9,153.7814757663357
38,2024-05-28,10,44.389562294945215
38,2024-05-28,11,146.2575687185729
38,2024-05-28,12,97.22639789591904
38,2024-05-28,13,162.19834813522337
38,2024-05-28,14,120.16262684550293
38,2024-05-28,15,101.12083028169101
38,2024-05-28,16,72.19945906317471
38,2024-05-28,17,27.711341538633963
38,2024-05-28,18,6.76148804359581
38,2024-05-28,19,0.740821027006781
38,2024-05-28,20,0.0
38,2024-05-28,21,0.0
38,2024-05-29,6,268.5345394059031
38,2024-05-29,7,350.2049235347228
38,2024-05-29,8,372.81472963346687
38,2024-05-29,9,370.6217275909238
38,2024-05-29,10,371.7283026028898
