angle,date,hour,power
90,2024-04-27,11,128.16835023828935
90,2024-04-27,12,32.37081558478203
90,2024-04-27,13,160.61546014845504
90,2024-04-27,14,31.062699349530803
90,2024-04-27,15,87.48939325713651
90,2024-04-27,16,131.7379130191209
90,2024-04-27,17,77.72494565450786
90,2024-04-27,18,18.756372173746374
90,2024-04-27,19,0.0
90,2024-04-27,20,0.0
90,2024-04-27,21,
90,2024-04-28,6,
90,2024-04-28,7,26.132250873140457
90,2024-04-28,8,20.260222464131466
90,2024-04-28,9,63.215450986541356
90,2024-04-28,10,101.89312862701244
90,2024-04-28,11,111.92560584493243
90,2024-04-28,12,104.59760033574088
90,2024-04-28,13,72.30273791367163
90,2024-04-28,14,84.53819487635676
90,2024-04-28,15,128.2197620768107
90,2024-04-28,16,52.97970011487787
90,2024-04-28,17,58.29892824934227
90,2024-04-28,18,18.40186353273379
90,2024-04-28,19,0.0
90,2024-04-28,20,0.0
90,2024-04-28,21,
90,2024-04-29,6,
90,2024-04-29,7,30.10777065674195
90,2024-04-29,8,30.147926580539504
90,2024-04-29,9,61.36075127894034
90,2024-04-29,10,58.90685653833616
90,2024-04-29,11,56.13538753916335
90,2024-04-29,12,41.07734233605358
90,2024-04-29,13,138.69673330453008
90,2024-04-29,14,185.74547985519646
90,2024-04-29,15,100.92359238319177
90,2024-04-29,16,69.07791425370255
90,2024-04-29,17,60.40105672228448
90,2024-04-29,18,16.08432062539201
90,2024-04-29,19,0.0
90,2024-04-29,20,0.0
90,2024-04-29,21,0.0
90,2024-04-30,6,
90,2024-04-30,7,29.646871113438305
90,2024-04-30,8,39.979456173601555
90,2024-04-30,9,65.48375182118343
90,2024-04-30,10,128.9397232978251
90,2024-04-30,11,177.2249154345539
90,2024-04-30,12,202.54036253379866
90,2024-04-30,13,200.41544934228196
90,2024-04-30,14,169.7972767965078
90,2024-04-30,15,141.96442959468132
90,2024-04-30,16,67.83443829250521
90,2024-04-30,17,45.407463933685634
90,2024-04-30,18,9.899321676876491
90,2024-04-30,19,0.0
90,2024-04-30,20,0.0
90,2024-04-30,21,0.0
90,2024-05-01,6,
90,2024-05-01,7,26.655502493872877
90,2024-05-01,8,27.691791119851164
90,2024-05-01,9,57.83164288464426
90,2024-05-01,10,100.14101361808811
90,2024-05-01,11,57.77744292854991
90,2024-05-01,12,126.44278959563576
90,2024-05-01,13,69.09986133302733
90,2024-05-01,14,71.09273243431278
90,2024-05-01,15,137.4260655292781
90,2024-05-01,16,68.6430404264947
90,2024-05-01,17,33.21012024390845
90,2024-05-01,18,12.262211234886372
90,2024-05-01,19,0.0
90,2024-05-01,20,0.0
90,2024-05-01,21,0.0
90,2024-05-02,6,
90,2024-05-02,7,20.488410850242502
90,2024-05-02,8,31.596422885403406
90,2024-05-02,9,50.88462114533917
90,2024-05-02,10,98.8132876022539
90,2024-05-02,11,119.71367260773272
90,2024-05-02,12,30.24011444639207
90,2024-05-02,13,57.54802793552814
90,2024-05-02,14,20.841186173079084
90,2024-05-02,15,114.67935097856218
90,2024-05-02,16,33.647750692635746
90,2024-05-02,17,25.87061112019977
90,2024-05-02,18,10.252742078548632
90,2024-05-02,19,0.0
90,2024-05-02,20,0.0
90,2024-05-02,21,0.0
90,2024-05-03,6,
90,2024-05-03,7,20.927825051310315
90,2024-05-03,8,23.404653356951634
90,2024-05-03,9,35.722833415316835
90,2024-05-03,10,34.027844280041094
90,2024-05-03,11,99.4048227307856
90,2024-05-03,12,139.75504506937278
90,2024-05-03,13,165.528711559394
90,2024-05-03,14,150.0127613432664
90,2024-05-03,15,62.1496714045044
90,2024-05-03,16,54.48479097294491
90,2024-05-03,17,30.902677152869934
90,2024-05-03,18,9.920583311886741
90,2024-05-03,19,0.0
90,2024-05-03,20,0.0
90,2024-05-03,21,0.0
90,2024-05-04,6,
90,2024-05-04,7,27.65139524151192
90,2024-05-04,8,28.486706987334628
90,2024-05-04,9,67.88625555666653
90,2024-05-04,10,100.30362988057743
90,2024-05-04,11,78.6705003578583
90,2024-05-04,12,120.97688096668504
90,2024-05-04,13,153.50057756908137
90,2024-05-04,14,145.20499751415235
90,2024-05-04,15,109.71321552298622
90,2024-05-04,16,103.24489695139182
90,2024-05-04,17,45.64640177798326
90,2024-05-04,18,3.7546559423727874
90,2024-05-04,19,0.0
90,2024-05-04,20,0.0
90,2024-05-04,21,0.0
90,2024-05-05,6,
90,2024-05-05,7,16.60702357511897
90,2024-05-05,8,44.76938272594472
90,2024-05-05,9,55.18244943397676
90,2024-05-05,10,35.476288505554855
90,2024-05-05,11,30.00513658597538
90,2024-05-05,12,42.66066758253592
90,2024-05-05,13,39.96648891267374
90,2024-05-05,14,28.234218253169566
90,2024-05-05,15,26.478186205309015
90,2024-05-05,16,23.540814878239406
90,2024-05-05,17,16.912096375925316
90,2024-05-05,18,8.141796847858425
90,2024-05-05,19,0.0
90,2024-05-05,20,0.0
90,2024-05-05,21,0.0
90,2024-05-06,6,
90,2024-05-06,7,11.276495705060757
90,2024-05-06,8,29.792203123108003
90,2024-05-06,9,32.876019362545286
90,2024-05-06,10,20.272954803699662
90,2024-05-06,11,24.02022777351155
90,2024-05-06,12,29.8643379833471
90,2024-05-06,13,36.37723041594467
90,2024-05-06,14,52.85772112291363
90,2024-05-06,15,50.80509342855625
90,2024-05-06,16,71.45898200349622
90,2024-05-06,17,35.45817769227762
90,2024-05-06,18,9.347896422292806
90,2024-05-06,19,0.0
90,2024-05-06,20,0.0
90,2024-05-06,21,0.0
90,2024-05-07,6,
90,2024-05-07,7,28.52157460721144
90,2024-05-07,8,45.261045706809014
90,2024-05-07,9,57.136075511257744
90,2024-05-07,10,96.90570041184026
90,2024-05-07,11,120.6644535204192
90,2024-05-07,12,145.45913946242837
90,2024-05-07,13,181.40784695754195
90,2024-05-07,14,137.04188549138036
90,2024-05-07,15,126.30147540972354
90,2024-05-07,16,83.35549705625242
90,2024-05-07,17,57.30475374164128
90,2024-05-07,18,15.959425565440217
90,2024-05-07,19,0.0
90,2024-05-07,20,0.0
90,2024-05-07,21,0.0
90,2024-05-08,6,
90,2024-05-08,7,26.717048972319414
90,2024-05-08,8,28.34394238167569
90,2024-05-08,9,67.1030684218966
90,2024-05-08,10,109.83633733300853
90,2024-05-08,11,37.12104902427412
90,2024-05-08,12,140.72331832248213
90,2024-05-08,13,43.84968700790016
90,2024-05-08,14,33.77711517732019
90,2024-05-08,15,93.24912906350019
90,2024-05-08,16,120.42512060413316
90,2024-05-08,17,66.1848153274712
90,2024-05-08,18,17.50273746983803
90,2024-05-08,19,0.0
90,2024-05-08,20,0.0
90,2024-05-08,21,0.0
90,2024-05-09,6,
90,2024-05-09,7,30.15838932751862
90,2024-05-09,8,28.48193253853073
90,2024-05-09,9,49.753846459155746
90,2024-05-09,10,106.48365953562109
90,2024-05-09,11,147.43242925057993
90,2024-05-09,12,147.40683851472764
90,2024-05-09,13,63.07614904741829
90,2024-05-09,14,69.65930452331204
90,2024-05-09,15,22.95659799256508
90,2024-05-09,16,21.51812211851482
90,2024-05-09,17,9.19018874557893
90,2024-05-09,18,16.241410680939836
90,2024-05-09,19,0.0
90,2024-05-09,20,0.0
90,2024-05-09,21,0.0
90,2024-05-10,6,
90,2024-05-10,7,27.329856350877826
90,2024-05-10,8,27.96691540028755
90,2024-05-10,9,48.10636017244585
90,2024-05-10,10,108.99299653285202
90,2024-05-10,11,154.07267101445441
90,2024-05-10,12,176.6488812503177
90,2024-05-10,13,185.4256746274264
90,2024-05-10,14,166.6805502449168
90,2024-05-10,15,128.5202390889452
90,2024-05-10,16,73.93217718788989
90,2024-05-10,17,40.27649236215791
90,2024-05-10,18,5.453871048658206
90,2024-05-10,19,0.0
90,2024-05-10,20,0.0
90,2024-05-10,21,0.0
90,2024-05-11,6,17.525308451642907
90,2024-05-11,7,18.478467963826724
90,2024-05-11,8,48.750336434524634
90,2024-05-11,9,67.247226485432
90,2024-05-11,10,102.38703172183318
90,2024-05-11,11,88.52285251265695
90,2024-05-11,12,108.00706004837531
90,2024-05-11,13,44.06751437955617
90,2024-05-11,14,126.2347549407506
90,2024-05-11,15,147.1128329639618
90,2024-05-11,16,94.74326257891776
90,2024-05-11,17,54.606530299319864
90,2024-05-11,18,16.386043851835698
90,2024-05-11,19,0.0
90,2024-05-11,20,0.0
90,2024-05-11,21,0.0
90,2024-05-12,6,21.85094681428099
90,2024-05-12,7,21.858214320948253
90,2024-05-12,8,45.7386733750289
90,2024-05-12,9,69.64768390265728
90,2024-05-12,10,87.04978126765785
90,2024-05-12,11,66.00322021281023
90,2024-05-12,12,35.48819361648201
90,2024-05-12,13,38.85420269077874
90,2024-05-12,14,53.954678351681125
90,2024-05-12,15,71.92333086302814
90,2024-05-12,16,23.329801837155934
90,2024-05-12,17,10.381667345515032
90,2024-05-12,18,8.612336782533141
90,2024-05-12,19,0.0
90,2024-05-12,20,0.0
90,2024-05-12,21,0.0
90,2024-05-13,6,41.70576087382514
90,2024-05-13,7,25.25542267969236
90,2024-05-13,8,27.488768596155385
90,2024-05-13,9,48.72662057069124
90,2024-05-13,10,103.24835281033725
90,2024-05-13,11,89.26769220506817
90,2024-05-13,12,166.95429678569909
90,2024-05-13,13,154.33555714413765
90,2024-05-13,14,125.22397623986174
90,2024-05-13,15,43.29664686452176
90,2024-05-13,16,47.90967338234816
90,2024-05-13,17,15.603778158878052
90,2024-05-13,18,4.42032274361415
90,2024-05-13,19,0.0
90,2024-05-13,20,0.0
90,2024-05-13,21,0.0
90,2024-05-14,6,13.253744200586468
90,2024-05-14,7,30.77489917546373
90,2024-05-14,8,49.35424803967416
90,2024-05-14,9,59.5778490415433
90,2024-05-14,10,77.36895226576475
90,2024-05-14,11,66.65681742519222
90,2024-05-14,12,111.83494631285902
90,2024-05-14,13,151.19051574172985
90,2024-05-14,14,70.49497505553457
90,2024-05-14,15,84.22585282750464
90,2024-05-14,16,17.76855300575436
90,2024-05-14,17,6.398992247167278
90,2024-05-14,18,2.1098774430794243
90,2024-05-14,19,0.0
90,2024-05-14,20,0.0
90,2024-05-14,21,0.0
90,2024-05-15,6,16.0324988892134
90,2024-05-15,7,8.693267941317654
90,2024-05-15,8,44.81365104206806
90,2024-05-15,9,69.4734914180362
90,2024-05-15,10,97.43474358954768
90,2024-05-15,11,62.56511714892308
90,2024-05-15,12,106.45172380547555
90,2024-05-15,13,49.018496553837856
90,2024-05-15,14,33.92392688398242
90,2024-05-15,15,43.98837197773617
90,2024-05-15,16,20.614454843496567
90,2024-05-15,17,8.301204051782701
90,2024-05-15,18,2.7446636761944543
90,2024-05-15,19,0.0
90,2024-05-15,20,0.0
90,2024-05-15,21,0.0
90,2024-05-16,6,43.14604299360589
90,2024-05-16,7,25.62804118506342
90,2024-05-16,8,51.18392943106272
90,2024-05-16,9,60.8595343271313
90,2024-05-16,10,46.6483208028349
90,2024-05-16,11,99.94299217575967
90,2024-05-16,12,107.12338431687525
90,2024-05-16,13,40.912989919734166
90,2024-05-16,14,117.12175244641617
90,2024-05-16,15,153.41605040992266
90,2024-05-16,16,88.18873115410805
90,2024-05-16,17,43.27727655787348
90,2024-05-16,18,16.678488038579435
90,2024-05-16,19,0.0
90,2024-05-16,20,0.0
90,2024-05-16,21,0.0
90,2024-05-17,6,12.598975762243384
90,2024-05-17,7,18.718291799437065
90,2024-05-17,8,31.64108840264383
90,2024-05-17,9,62.96072600947411
90,2024-05-17,10,57.48817180627198
90,2024-05-17,11,62.021790418313124
90,2024-05-17,12,140.60307345051734
90,2024-05-17,13,112.5642400924215
90,2024-05-17,14,113.18380571446035
90,2024-05-17,15,101.52468832821913
90,2024-05-17,16,81.77903524792346
90,2024-05-17,17,19.90955349982782
90,2024-05-17,18,16.963401858087252
90,2024-05-17,19,0.0
90,2024-05-17,20,0.0
90,2024-05-17,21,0.0
90,2024-05-18,6,38.884917880770246
90,2024-05-18,7,25.6920560271464
90,2024-05-18,8,50.57158135216868
90,2024-05-18,9,70.17187505825619
90,2024-05-18,10,97.12763559232756
90,2024-05-18,11,133.7952064405404
90,2024-05-18,12,161.41273853690035
