angle,azimuth,date,hour,power
40,230,2024-06-20,18,35.06590166709093
40,230,2024-06-20,19,14.198853858445323
40,230,2024-06-20,20,0.0
40,230,2024-06-20,21,0.0
40,230,2024-06-21,6,33.24266918056016
40,230,2024-06-21,7,26.643530068949314
40,230,2024-06-21,8,24.887155164180474
40,230,2024-06-21,9,35.5397007920897
40,230,2024-06-21,10,39.26023722520606
40,230,2024-06-21,11,79.9757214378827
40,230,2024-06-21,12,132.23851645232412
40,230,2024-06-21,13,110.81103855833024
40,230,2024-06-21,14,97.01574498865523
40,230,2024-06-21,15,151.78835303116773
40,230,2024-06-21,16,138.3081699518996
40,230,2024-06-21,17,157.32891624679928
40,230,2024-06-21,18,145.6006385547908
40,230,2024-06-21,19,36.10948767683376
40,230,2024-06-21,20,0.0
40,230,2024-06-21,21,0.0
40,240,2024-03-21,6,
40,240,2024-03-21,7,11.699774441640294
40,240,2024-03-21,8,13.549785402249707
40,240,2024-03-21,9,19.845851838112566
40,240,2024-03-21,10,44.113649826993196
40,240,2024-03-21,11,106.22065816461188
40,240,2024-03-21,12,160.058565652006
40,240,2024-03-21,13,184.02445224880995
40,240,2024-03-21,14,155.60869608557485
40,240,2024-03-21,15,123.47549220083394
40,240,2024-03-21,16,60.151931120993154
40,240,2024-03-21,17,29.826996048765885
40,240,2024-03-21,18,0.0
40,240,2024-03-21,19,
40,240,2024-03-21,20,
40,240,2024-03-21,21,
40,240,2024-03-22,6,
40,240,2024-03-22,7,27.82496897234736
40,240,2024-03-22,8,20.29062419015864
40,240,2024-03-22,9,20.863092814941893
40,240,2024-03-22,10,56.367751605936796
40,240,2024-03-22,11,117.75519897870151
40,240,2024-03-22,12,164.87397963850177
40,240,2024-03-22,13,180.22516863551635
40,240,2024-03-22,14,191.51107739176825
40,240,2024-03-22,15,227.96195789610292
40,240,2024-03-22,16,130.527005641674
40,240,2024-03-22,17,120.30559490454843
40,240,2024-03-22,18,0.0
40,240,2024-03-22,19,
40,240,2024-03-22,20,
40,240,2024-03-22,21,
40,240,2024-03-23,6,
40,240,2024-03-23,7,14.502131481391736
40,240,2024-03-23,8,13.016262112528283
40,240,2024-03-23,9,13.821371239479852
40,240,2024-03-23,10,57.92313348177237
40,240,2024-03-23,11,137.44929992722527
40,240,2024-03-23,12,203.67584255623635
40,240,2024-03-23,13,243.7069545595816
40,240,2024-03-23,14,267.79054221313555
40,240,2024-03-23,15,274.67916659393677
40,240,2024-03-23,16,221.5429189236568
40,240,2024-03-23,17,101.25362714051637
40,240,2024-03-23,18,0.0
40,240,2024-03-23,19,
40,240,2024-03-23,20,
40,240,2024-03-23,21,
40,240,2024-03-24,6,
40,240,2024-03-24,7,10.082344536302905
40,240,2024-03-24,8,0.0
40,240,2024-03-24,9,9.043340113006083
40,240,2024-03-24,10,15.378023453007764
40,240,2024-03-24,11,30.191654688263682
40,240,2024-03-24,12,54.798847227349626
40,240,2024-03-24,13,33.00033664255558
